SL No.,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
9593,,Slovenia,46.1512,14.9955,2/27/2020,0,0,0,0,Europe
9594,,Somalia,5.152149,46.199616,2/27/2020,0,0,0,0,Eastern Mediterranean
9595,,South Africa,-30.5595,22.9375,2/27/2020,0,0,0,0,Africa
9596,,Spain,40.463667,-3.74922,2/27/2020,15,0,2,13,Europe
9597,,Sri Lanka,7.873054,80.771797,2/27/2020,1,0,1,0,South-East Asia
9598,,Sudan,12.8628,30.2176,2/27/2020,0,0,0,0,Eastern Mediterranean
9599,,Suriname,3.9193,-56.0278,2/27/2020,0,0,0,0,Americas
9600,,Sweden,60.128161,18.643501,2/27/2020,7,0,0,7,Europe
9601,,Switzerland,46.8182,8.2275,2/27/2020,8,0,0,8,Europe
9602,,Taiwan*,23.7,121,2/27/2020,32,1,5,26,Western Pacific
9603,,Tanzania,-6.369028,34.888822,2/27/2020,0,0,0,0,Africa
9604,,Thailand,15.870032,100.992541,2/27/2020,40,0,22,18,South-East Asia
9605,,Togo,8.6195,0.8248,2/27/2020,0,0,0,0,Africa
9606,,Trinidad and Tobago,10.6918,-61.2225,2/27/2020,0,0,0,0,Americas
9607,,Tunisia,33.886917,9.537499,2/27/2020,0,0,0,0,Eastern Mediterranean
9608,,Turkey,38.9637,35.2433,2/27/2020,0,0,0,0,Europe
9609,,Uganda,1.373333,32.290275,2/27/2020,0,0,0,0,Africa
9610,,Ukraine,48.3794,31.1656,2/27/2020,0,0,0,0,Europe
9611,,United Arab Emirates,23.424076,53.847818,2/27/2020,13,0,4,9,Eastern Mediterranean
9612,Bermuda,United Kingdom,32.3078,-64.7505,2/27/2020,0,0,0,0,Europe
9613,Cayman Islands,United Kingdom,19.3133,-81.2546,2/27/2020,0,0,0,0,Europe
9614,Channel Islands,United Kingdom,49.3723,-2.3644,2/27/2020,0,0,0,0,Europe
9615,Gibraltar,United Kingdom,36.1408,-5.3536,2/27/2020,0,0,0,0,Europe
9616,Isle of Man,United Kingdom,54.2361,-4.5481,2/27/2020,0,0,0,0,Europe
9617,Montserrat,United Kingdom,16.742498,-62.187366,2/27/2020,0,0,0,0,Europe
9618,,United Kingdom,55.3781,-3.436,2/27/2020,44,0,8,36,Europe
9619,,Uruguay,-32.5228,-55.7658,2/27/2020,0,0,0,0,Americas
9620,,US,40,-100,2/27/2020,16,0,6,10,Americas
9621,,Uzbekistan,41.377491,64.585262,2/27/2020,0,0,0,0,Europe
9622,,Venezuela,6.4238,-66.5897,2/27/2020,0,0,0,0,Americas
9623,,Vietnam,14.058324,108.277199,2/27/2020,16,0,16,0,Western Pacific
9624,,Zambia,-13.133897,27.849332,2/27/2020,0,0,0,0,Africa
9625,,Zimbabwe,-19.015438,29.154857,2/27/2020,0,0,0,0,Africa
9626,,Dominica,15.415,-61.371,2/27/2020,0,0,0,0,Americas
9627,,Grenada,12.1165,-61.679,2/27/2020,0,0,0,0,Americas
9628,,Mozambique,-18.665695,35.529562,2/27/2020,0,0,0,0,Africa
9629,,Syria,34.802075,38.996815,2/27/2020,0,0,0,0,Eastern Mediterranean
9630,,Timor-Leste,-8.874217,125.727539,2/27/2020,0,0,0,0,South-East Asia
9631,,Belize,17.1899,-88.4976,2/27/2020,0,0,0,0,Americas
9632,,Laos,19.85627,102.495496,2/27/2020,0,0,0,0,Western Pacific
9633,,Libya,26.3351,17.228331,2/27/2020,0,0,0,0,Eastern Mediterranean
9634,,West Bank and Gaza,31.9522,35.2332,2/27/2020,0,0,0,0,Eastern Mediterranean
9635,,Guinea-Bissau,11.8037,-15.1804,2/27/2020,0,0,0,0,Africa
9636,,Mali,17.570692,-3.996166,2/27/2020,0,0,0,0,Africa
9637,,Saint Kitts and Nevis,17.357822,-62.782998,2/27/2020,0,0,0,0,Americas
9638,Northwest Territories,Canada,64.8255,-124.8457,2/27/2020,0,0,0,0,Americas
9639,Yukon,Canada,64.2823,-135,2/27/2020,0,0,0,0,Americas
9640,,Kosovo,42.602636,20.902977,2/27/2020,0,0,0,0,Europe
9641,,Burma,21.9162,95.956,2/27/2020,0,0,0,0,South-East Asia
9642,Anguilla,United Kingdom,18.2206,-63.0686,2/27/2020,0,0,0,0,Europe
9643,British Virgin Islands,United Kingdom,18.4207,-64.64,2/27/2020,0,0,0,0,Europe
9644,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/27/2020,0,0,0,0,Europe
9645,,Botswana,-22.3285,24.6849,2/27/2020,0,0,0,0,Africa
9646,,Burundi,-3.3731,29.9189,2/27/2020,0,0,0,0,Africa
9647,,Sierra Leone,8.460555,-11.779889,2/27/2020,0,0,0,0,Africa
9648,,Malawi,-13.2543,34.3015,2/27/2020,0,0,0,0,Africa
9649,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/27/2020,0,0,0,0,Europe
9650,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/27/2020,0,0,0,0,Europe
9651,,South Sudan,6.877,31.307,2/27/2020,0,0,0,0,Africa
9652,,Western Sahara,24.2155,-12.8858,2/27/2020,0,0,0,0,Africa
9653,,Sao Tome and Principe,0.1864,6.6131,2/27/2020,0,0,0,0,Africa
9654,,Yemen,15.552727,48.516388,2/27/2020,0,0,0,0,Eastern Mediterranean
9655,,Comoros,-11.6455,43.3333,2/27/2020,0,0,0,0,Africa
9656,,Tajikistan,38.861,71.2761,2/27/2020,0,0,0,0,Europe
9657,,Lesotho,-29.61,28.2336,2/27/2020,0,0,0,0,Africa
9658,,Afghanistan,33.93911,67.709953,2/28/2020,1,0,0,1,Eastern Mediterranean
9659,,Albania,41.1533,20.1683,2/28/2020,0,0,0,0,Europe
9660,,Algeria,28.0339,1.6596,2/28/2020,1,0,0,1,Africa
9661,,Andorra,42.5063,1.5218,2/28/2020,0,0,0,0,Europe
9662,,Angola,-11.2027,17.8739,2/28/2020,0,0,0,0,Africa
9663,,Antigua and Barbuda,17.0608,-61.7964,2/28/2020,0,0,0,0,Americas
9664,,Argentina,-38.4161,-63.6167,2/28/2020,0,0,0,0,Americas
9665,,Armenia,40.0691,45.0382,2/28/2020,0,0,0,0,Europe
9666,Australian Capital Territory,Australia,-35.4735,149.0124,2/28/2020,0,0,0,0,Western Pacific
9667,New South Wales,Australia,-33.8688,151.2093,2/28/2020,4,0,4,0,Western Pacific
9668,Northern Territory,Australia,-12.4634,130.8456,2/28/2020,0,0,0,0,Western Pacific
9669,Queensland,Australia,-27.4698,153.0251,2/28/2020,5,0,1,4,Western Pacific
9670,South Australia,Australia,-34.9285,138.6007,2/28/2020,2,0,2,0,Western Pacific
9671,Tasmania,Australia,-42.8821,147.3272,2/28/2020,0,0,0,0,Western Pacific
9672,Victoria,Australia,-37.8136,144.9631,2/28/2020,4,0,4,0,Western Pacific
9673,Western Australia,Australia,-31.9505,115.8605,2/28/2020,0,0,0,0,Western Pacific
9674,,Austria,47.5162,14.5501,2/28/2020,3,0,0,3,Europe
9675,,Azerbaijan,40.1431,47.5769,2/28/2020,0,0,0,0,Europe
9676,,Bahamas,25.025885,-78.035889,2/28/2020,0,0,0,0,Americas
9677,,Bahrain,26.0275,50.55,2/28/2020,36,0,0,36,Eastern Mediterranean
9678,,Bangladesh,23.685,90.3563,2/28/2020,0,0,0,0,South-East Asia
9679,,Barbados,13.1939,-59.5432,2/28/2020,0,0,0,0,Americas
9680,,Belarus,53.7098,27.9534,2/28/2020,1,0,0,1,Europe
9681,,Belgium,50.8333,4.469936,2/28/2020,1,0,1,0,Europe
9682,,Benin,9.3077,2.3158,2/28/2020,0,0,0,0,Africa
9683,,Bhutan,27.5142,90.4336,2/28/2020,0,0,0,0,South-East Asia
9684,,Bolivia,-16.2902,-63.5887,2/28/2020,0,0,0,0,Americas
9685,,Bosnia and Herzegovina,43.9159,17.6791,2/28/2020,0,0,0,0,Europe
9686,,Brazil,-14.235,-51.9253,2/28/2020,1,0,0,1,Americas
9687,,Brunei,4.5353,114.7277,2/28/2020,0,0,0,0,Western Pacific
9688,,Bulgaria,42.7339,25.4858,2/28/2020,0,0,0,0,Europe
9689,,Burkina Faso,12.2383,-1.5616,2/28/2020,0,0,0,0,Africa
9690,,Cabo Verde,16.5388,-23.0418,2/28/2020,0,0,0,0,Africa
9691,,Cambodia,11.55,104.9167,2/28/2020,1,0,1,0,Western Pacific
9692,,Cameroon,3.848,11.5021,2/28/2020,0,0,0,0,Africa
9693,Alberta,Canada,53.9333,-116.5765,2/28/2020,0,0,0,0,Americas
9694,British Columbia,Canada,53.7267,-127.6476,2/28/2020,7,0,0,7,Americas
9695,Manitoba,Canada,53.7609,-98.8139,2/28/2020,0,0,0,0,Americas
9696,New Brunswick,Canada,46.5653,-66.4619,2/28/2020,0,0,0,0,Americas
9697,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/28/2020,0,0,0,0,Americas
9698,Nova Scotia,Canada,44.682,-63.7443,2/28/2020,0,0,0,0,Americas
9699,Ontario,Canada,51.2538,-85.3232,2/28/2020,6,0,0,6,Americas
9700,Prince Edward Island,Canada,46.5107,-63.4168,2/28/2020,0,0,0,0,Americas
9701,Quebec,Canada,52.9399,-73.5491,2/28/2020,1,0,0,1,Americas
9702,Saskatchewan,Canada,52.9399,-106.4509,2/28/2020,0,0,0,0,Americas
9703,,Central African Republic,6.6111,20.9394,2/28/2020,0,0,0,0,Africa
9704,,Chad,15.4542,18.7322,2/28/2020,0,0,0,0,Africa
9705,,Chile,-35.6751,-71.543,2/28/2020,2,0,0,2,Americas
9706,Anhui,China,31.8257,117.2264,2/28/2020,990,6,821,163,Western Pacific
9707,Beijing,China,40.1824,116.4142,2/28/2020,410,7,257,146,Western Pacific
9708,Chongqing,China,30.0572,107.874,2/28/2020,576,6,422,148,Western Pacific
9709,Fujian,China,26.0789,117.9874,2/28/2020,296,1,235,60,Western Pacific
9710,Gansu,China,35.7518,104.2861,2/28/2020,91,2,82,7,Western Pacific
9711,Guangdong,China,23.3417,113.4244,2/28/2020,1348,7,935,406,Western Pacific
9712,Guangxi,China,23.8298,108.7881,2/28/2020,252,2,168,82,Western Pacific
9713,Guizhou,China,26.8154,106.8748,2/28/2020,146,2,112,32,Western Pacific
9714,Hainan,China,19.1959,109.7453,2/28/2020,168,5,133,30,Western Pacific
9715,Hebei,China,39.549,116.1306,2/28/2020,318,6,0,312,Western Pacific
9716,Heilongjiang,China,47.862,127.7615,2/28/2020,480,13,283,184,Western Pacific
9717,Henan,China,37.8957,114.9042,2/28/2020,1272,20,0,1252,Western Pacific
9718,Hong Kong,China,22.3,114.2,2/28/2020,94,2,30,62,Western Pacific
9719,Hubei,China,30.9756,112.2707,2/28/2020,65914,2682,26403,36829,Western Pacific
9720,Hunan,China,27.6104,111.7088,2/28/2020,1017,4,830,183,Western Pacific
9721,Inner Mongolia,China,44.0935,113.9448,2/28/2020,75,0,45,30,Western Pacific
9722,Jiangsu,China,32.9711,119.455,2/28/2020,631,0,515,116,Western Pacific
9723,Jiangxi,China,27.614,115.7221,2/28/2020,935,1,790,144,Western Pacific
9724,Jilin,China,43.6661,126.1923,2/28/2020,93,1,73,19,Western Pacific
9725,Liaoning,China,41.2956,122.6085,2/28/2020,121,1,93,27,Western Pacific
9726,Macau,China,22.1667,113.55,2/28/2020,10,0,8,2,Western Pacific
9727,Ningxia,China,37.2692,106.1655,2/28/2020,72,0,68,4,Western Pacific
9728,Qinghai,China,35.7452,95.9956,2/28/2020,18,0,18,0,Western Pacific
9729,Shaanxi,China,35.1917,108.8701,2/28/2020,245,1,199,45,Western Pacific
9730,Shandong,China,36.3427,118.1498,2/28/2020,756,6,405,345,Western Pacific
9731,Shanghai,China,31.202,121.4491,2/28/2020,337,3,279,55,Western Pacific
9732,Shanxi,China,37.5777,112.2922,2/28/2020,133,0,112,21,Western Pacific
9733,Sichuan,China,30.6171,102.7103,2/28/2020,538,3,338,197,Western Pacific
9734,Tianjin,China,39.3054,117.323,2/28/2020,136,3,102,31,Western Pacific
9735,Tibet,China,31.6927,88.0924,2/28/2020,1,0,1,0,Western Pacific
9736,Xinjiang,China,41.1129,85.2401,2/28/2020,76,3,52,21,Western Pacific
9737,Yunnan,China,24.974,101.487,2/28/2020,174,2,156,16,Western Pacific
9738,Zhejiang,China,29.1832,120.0934,2/28/2020,1205,1,975,229,Western Pacific
9739,,Colombia,4.5709,-74.2973,2/28/2020,0,0,0,0,Americas
9740,,Congo (Brazzaville),-0.228,15.8277,2/28/2020,0,0,0,0,Africa
9741,,Congo (Kinshasa),-4.0383,21.7587,2/28/2020,0,0,0,0,Africa
9742,,Costa Rica,9.7489,-83.7534,2/28/2020,0,0,0,0,Americas
9743,,Cote d'Ivoire,7.54,-5.5471,2/28/2020,0,0,0,0,Africa
9744,,Croatia,45.1,15.2,2/28/2020,5,0,0,5,Europe
9745,,Cuba,21.521757,-77.781167,2/28/2020,0,0,0,0,Americas
9746,,Cyprus,35.1264,33.4299,2/28/2020,0,0,0,0,Europe
9747,,Czechia,49.8175,15.473,2/28/2020,0,0,0,0,Europe
9748,Faroe Islands,Denmark,61.8926,-6.9118,2/28/2020,0,0,0,0,Europe
9749,Greenland,Greenland,71.7069,-42.6043,2/28/2020,0,0,0,0,Europe
9750,,Denmark,56.2639,9.5018,2/28/2020,1,0,0,1,Europe
9751,,Djibouti,11.8251,42.5903,2/28/2020,0,0,0,0,Eastern Mediterranean
9752,,Dominican Republic,18.7357,-70.1627,2/28/2020,0,0,0,0,Americas
9753,,Ecuador,-1.8312,-78.1834,2/28/2020,0,0,0,0,Americas
9754,,Egypt,26.820553,30.802498,2/28/2020,1,0,1,0,Eastern Mediterranean
9755,,El Salvador,13.7942,-88.8965,2/28/2020,0,0,0,0,Americas
9756,,Equatorial Guinea,1.6508,10.2679,2/28/2020,0,0,0,0,Africa
9757,,Eritrea,15.1794,39.7823,2/28/2020,0,0,0,0,Africa
9758,,Estonia,58.5953,25.0136,2/28/2020,1,0,0,1,Europe
9759,,Eswatini,-26.5225,31.4659,2/28/2020,0,0,0,0,Africa
9760,,Ethiopia,9.145,40.4897,2/28/2020,0,0,0,0,Africa
9761,,Fiji,-17.7134,178.065,2/28/2020,0,0,0,0,Western Pacific
9762,,Finland,61.92411,25.748151,2/28/2020,2,0,1,1,Europe
9763,French Guiana,France,3.9339,-53.1258,2/28/2020,0,0,0,0,Europe
9764,French Polynesia,France,-17.6797,149.4068,2/28/2020,0,0,0,0,Europe
9765,Guadeloupe,France,16.265,-61.551,2/28/2020,0,0,0,0,Europe
9766,Mayotte,France,-12.8275,45.166244,2/28/2020,0,0,0,0,Europe
9767,New Caledonia,France,-20.904305,165.618042,2/28/2020,0,0,0,0,Europe
9768,Reunion,France,-21.1151,55.5364,2/28/2020,0,0,0,0,Europe
9769,Saint Barthelemy,France,17.9,-62.8333,2/28/2020,0,0,0,0,Europe
9770,St Martin,France,18.0708,-63.0501,2/28/2020,0,0,0,0,Europe
9771,Martinique,France,14.6415,-61.0242,2/28/2020,0,0,0,0,Europe
9772,,France,46.2276,2.2137,2/28/2020,57,2,11,44,Europe
9773,,Gabon,-0.8037,11.6094,2/28/2020,0,0,0,0,Africa
9774,,Gambia,13.4432,-15.3101,2/28/2020,0,0,0,0,Africa
9775,,Georgia,42.3154,43.3569,2/28/2020,1,0,0,1,Europe
9776,,Germany,51.165691,10.451526,2/28/2020,48,0,16,32,Europe
9777,,Ghana,7.9465,-1.0232,2/28/2020,0,0,0,0,Africa
9778,,Greece,39.0742,21.8243,2/28/2020,4,0,0,4,Europe
9779,,Guatemala,15.7835,-90.2308,2/28/2020,0,0,0,0,Americas
9780,,Guinea,9.9456,-9.6966,2/28/2020,0,0,0,0,Africa
9781,,Guyana,4.860416,-58.93018,2/28/2020,0,0,0,0,Americas
9782,,Haiti,18.9712,-72.2852,2/28/2020,0,0,0,0,Americas
9783,,Holy See,41.9029,12.4534,2/28/2020,0,0,0,0,Europe
9784,,Honduras,15.2,-86.2419,2/28/2020,0,0,0,0,Americas
9785,,Hungary,47.1625,19.5033,2/28/2020,0,0,0,0,Europe
9786,,Iceland,64.9631,-19.0208,2/28/2020,1,0,0,1,Europe
9787,,India,20.593684,78.96288,2/28/2020,3,0,3,0,South-East Asia
9788,,Indonesia,-0.7893,113.9213,2/28/2020,0,0,0,0,South-East Asia
9789,,Iran,32.427908,53.688046,2/28/2020,388,34,73,281,Eastern Mediterranean
9790,,Iraq,33.223191,43.679291,2/28/2020,7,0,0,7,Eastern Mediterranean
9791,,Ireland,53.1424,-7.6921,2/28/2020,0,0,0,0,Europe
9792,,Israel,31.046051,34.851612,2/28/2020,4,0,1,3,Europe
9793,,Italy,41.87194,12.56738,2/28/2020,888,21,46,821,Europe
9794,,Jamaica,18.1096,-77.2975,2/28/2020,0,0,0,0,Americas
9795,,Japan,36.204824,138.252924,2/28/2020,236,5,22,209,Western Pacific
9796,,Jordan,31.24,36.51,2/28/2020,0,0,0,0,Eastern Mediterranean
9797,,Kazakhstan,48.0196,66.9237,2/28/2020,0,0,0,0,Europe
9798,,Kenya,-0.0236,37.9062,2/28/2020,0,0,0,0,Africa
9799,,South Korea,35.907757,127.766922,2/28/2020,2337,13,22,2302,Western Pacific
9800,,Kuwait,29.31166,47.481766,2/28/2020,45,0,0,45,Eastern Mediterranean
9801,,Kyrgyzstan,41.20438,74.766098,2/28/2020,0,0,0,0,Europe
9802,,Latvia,56.8796,24.6032,2/28/2020,0,0,0,0,Europe
9803,,Lebanon,33.8547,35.8623,2/28/2020,2,0,0,2,Eastern Mediterranean
9804,,Liberia,6.428055,-9.429499,2/28/2020,0,0,0,0,Africa
9805,,Liechtenstein,47.14,9.55,2/28/2020,0,0,0,0,Europe
9806,,Lithuania,55.1694,23.8813,2/28/2020,1,0,0,1,Europe
9807,,Luxembourg,49.8153,6.1296,2/28/2020,0,0,0,0,Europe
9808,,Madagascar,-18.766947,46.869107,2/28/2020,0,0,0,0,Africa
9809,,Malaysia,4.210484,101.975766,2/28/2020,23,0,18,5,Western Pacific
9810,,Maldives,3.2028,73.2207,2/28/2020,0,0,0,0,South-East Asia
9811,,Malta,35.9375,14.3754,2/28/2020,0,0,0,0,Europe
9812,,Mauritania,21.0079,-10.9408,2/28/2020,0,0,0,0,Africa
9813,,Mauritius,-20.348404,57.552152,2/28/2020,0,0,0,0,Africa
9814,,Mexico,23.6345,-102.5528,2/28/2020,1,0,0,1,Americas
9815,,Moldova,47.4116,28.3699,2/28/2020,0,0,0,0,Europe
9816,,Monaco,43.7333,7.4167,2/28/2020,0,0,0,0,Europe
9817,,Mongolia,46.8625,103.8467,2/28/2020,0,0,0,0,Western Pacific
9818,,Montenegro,42.708678,19.37439,2/28/2020,0,0,0,0,Europe
9819,,Morocco,31.7917,-7.0926,2/28/2020,0,0,0,0,Eastern Mediterranean
9820,,Namibia,-22.9576,18.4904,2/28/2020,0,0,0,0,Africa
9821,,Nepal,28.1667,84.25,2/28/2020,1,0,1,0,South-East Asia
9822,Aruba,Netherlands,12.5211,-69.9683,2/28/2020,0,0,0,0,Europe
9823,Curacao,Netherlands,12.1696,-68.99,2/28/2020,0,0,0,0,Europe
9824,Sint Maarten,Netherlands,18.0425,-63.0548,2/28/2020,0,0,0,0,Europe
9825,,Netherlands,52.1326,5.2913,2/28/2020,1,0,0,1,Europe
9826,,New Zealand,-40.9006,174.886,2/28/2020,1,0,0,1,Western Pacific
9827,,Nicaragua,12.865416,-85.207229,2/28/2020,0,0,0,0,Americas
9828,,Niger,17.607789,8.081666,2/28/2020,0,0,0,0,Africa
9829,,Nigeria,9.082,8.6753,2/28/2020,1,0,0,1,Africa
9830,,North Macedonia,41.6086,21.7453,2/28/2020,1,0,0,1,Europe
9831,,Norway,60.472,8.4689,2/28/2020,6,0,0,6,Europe
9832,,Oman,21.512583,55.923255,2/28/2020,4,0,0,4,Eastern Mediterranean
9833,,Pakistan,30.3753,69.3451,2/28/2020,4,0,0,4,Eastern Mediterranean
9834,,Panama,8.538,-80.7821,2/28/2020,0,0,0,0,Americas
9835,,Papua New Guinea,-6.314993,143.95555,2/28/2020,0,0,0,0,Western Pacific
9836,,Paraguay,-23.4425,-58.4438,2/28/2020,0,0,0,0,Americas
9837,,Peru,-9.19,-75.0152,2/28/2020,0,0,0,0,Americas
9838,,Philippines,12.879721,121.774017,2/28/2020,3,1,1,1,Western Pacific
9839,,Poland,51.9194,19.1451,2/28/2020,0,0,0,0,Europe
9840,,Portugal,39.3999,-8.2245,2/28/2020,0,0,0,0,Europe
9841,,Qatar,25.3548,51.1839,2/28/2020,0,0,0,0,Eastern Mediterranean
9842,,Romania,45.9432,24.9668,2/28/2020,3,0,0,3,Europe
9843,,Russia,61.52401,105.318756,2/28/2020,2,0,2,0,Europe
9844,,Rwanda,-1.9403,29.8739,2/28/2020,0,0,0,0,Africa
9845,,Saint Lucia,13.9094,-60.9789,2/28/2020,0,0,0,0,Americas
9846,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/28/2020,0,0,0,0,Americas
9847,,San Marino,43.9424,12.4578,2/28/2020,1,0,0,1,Europe
9848,,Saudi Arabia,23.885942,45.079162,2/28/2020,0,0,0,0,Eastern Mediterranean
9849,,Senegal,14.4974,-14.4524,2/28/2020,0,0,0,0,Africa
9850,,Serbia,44.0165,21.0059,2/28/2020,0,0,0,0,Europe
9851,,Seychelles,-4.6796,55.492,2/28/2020,0,0,0,0,Africa
9852,,Singapore,1.2833,103.8333,2/28/2020,93,0,62,31,Western Pacific
9853,,Slovakia,48.669,19.699,2/28/2020,0,0,0,0,Europe
9854,,Slovenia,46.1512,14.9955,2/28/2020,0,0,0,0,Europe
9855,,Somalia,5.152149,46.199616,2/28/2020,0,0,0,0,Eastern Mediterranean
9856,,South Africa,-30.5595,22.9375,2/28/2020,0,0,0,0,Africa
9857,,Spain,40.463667,-3.74922,2/28/2020,32,0,2,30,Europe
9858,,Sri Lanka,7.873054,80.771797,2/28/2020,1,0,1,0,South-East Asia
9859,,Sudan,12.8628,30.2176,2/28/2020,0,0,0,0,Eastern Mediterranean
9860,,Suriname,3.9193,-56.0278,2/28/2020,0,0,0,0,Americas
9861,,Sweden,60.128161,18.643501,2/28/2020,7,0,0,7,Europe
9862,,Switzerland,46.8182,8.2275,2/28/2020,8,0,0,8,Europe
9863,,Taiwan*,23.7,121,2/28/2020,34,1,6,27,Western Pacific
9864,,Tanzania,-6.369028,34.888822,2/28/2020,0,0,0,0,Africa
9865,,Thailand,15.870032,100.992541,2/28/2020,41,0,28,13,South-East Asia
9866,,Togo,8.6195,0.8248,2/28/2020,0,0,0,0,Africa
9867,,Trinidad and Tobago,10.6918,-61.2225,2/28/2020,0,0,0,0,Americas
9868,,Tunisia,33.886917,9.537499,2/28/2020,0,0,0,0,Eastern Mediterranean
9869,,Turkey,38.9637,35.2433,2/28/2020,0,0,0,0,Europe
9870,,Uganda,1.373333,32.290275,2/28/2020,0,0,0,0,Africa
9871,,Ukraine,48.3794,31.1656,2/28/2020,0,0,0,0,Europe
9872,,United Arab Emirates,23.424076,53.847818,2/28/2020,19,0,5,14,Eastern Mediterranean
9873,Bermuda,United Kingdom,32.3078,-64.7505,2/28/2020,0,0,0,0,Europe
9874,Cayman Islands,United Kingdom,19.3133,-81.2546,2/28/2020,0,0,0,0,Europe
9875,Channel Islands,United Kingdom,49.3723,-2.3644,2/28/2020,0,0,0,0,Europe
9876,Gibraltar,United Kingdom,36.1408,-5.3536,2/28/2020,0,0,0,0,Europe
9877,Isle of Man,United Kingdom,54.2361,-4.5481,2/28/2020,0,0,0,0,Europe
9878,Montserrat,United Kingdom,16.742498,-62.187366,2/28/2020,0,0,0,0,Europe
9879,,United Kingdom,55.3781,-3.436,2/28/2020,56,0,8,48,Europe
9880,,Uruguay,-32.5228,-55.7658,2/28/2020,0,0,0,0,Americas
9881,,US,40,-100,2/28/2020,16,0,7,9,Americas
9882,,Uzbekistan,41.377491,64.585262,2/28/2020,0,0,0,0,Europe
9883,,Venezuela,6.4238,-66.5897,2/28/2020,0,0,0,0,Americas
9884,,Vietnam,14.058324,108.277199,2/28/2020,16,0,16,0,Western Pacific
9885,,Zambia,-13.133897,27.849332,2/28/2020,0,0,0,0,Africa
9886,,Zimbabwe,-19.015438,29.154857,2/28/2020,0,0,0,0,Africa
9887,,Dominica,15.415,-61.371,2/28/2020,0,0,0,0,Americas
9888,,Grenada,12.1165,-61.679,2/28/2020,0,0,0,0,Americas
9889,,Mozambique,-18.665695,35.529562,2/28/2020,0,0,0,0,Africa
9890,,Syria,34.802075,38.996815,2/28/2020,0,0,0,0,Eastern Mediterranean
9891,,Timor-Leste,-8.874217,125.727539,2/28/2020,0,0,0,0,South-East Asia
9892,,Belize,17.1899,-88.4976,2/28/2020,0,0,0,0,Americas
9893,,Laos,19.85627,102.495496,2/28/2020,0,0,0,0,Western Pacific
9894,,Libya,26.3351,17.228331,2/28/2020,0,0,0,0,Eastern Mediterranean
9895,,West Bank and Gaza,31.9522,35.2332,2/28/2020,0,0,0,0,Eastern Mediterranean
9896,,Guinea-Bissau,11.8037,-15.1804,2/28/2020,0,0,0,0,Africa
9897,,Mali,17.570692,-3.996166,2/28/2020,0,0,0,0,Africa
9898,,Saint Kitts and Nevis,17.357822,-62.782998,2/28/2020,0,0,0,0,Americas
9899,Northwest Territories,Canada,64.8255,-124.8457,2/28/2020,0,0,0,0,Americas
9900,Yukon,Canada,64.2823,-135,2/28/2020,0,0,0,0,Americas
9901,,Kosovo,42.602636,20.902977,2/28/2020,0,0,0,0,Europe
9902,,Burma,21.9162,95.956,2/28/2020,0,0,0,0,South-East Asia
9903,Anguilla,United Kingdom,18.2206,-63.0686,2/28/2020,0,0,0,0,Europe
9904,British Virgin Islands,United Kingdom,18.4207,-64.64,2/28/2020,0,0,0,0,Europe
9905,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/28/2020,0,0,0,0,Europe
9906,,Botswana,-22.3285,24.6849,2/28/2020,0,0,0,0,Africa
9907,,Burundi,-3.3731,29.9189,2/28/2020,0,0,0,0,Africa
9908,,Sierra Leone,8.460555,-11.779889,2/28/2020,0,0,0,0,Africa
9909,,Malawi,-13.2543,34.3015,2/28/2020,0,0,0,0,Africa
9910,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/28/2020,0,0,0,0,Europe
9911,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/28/2020,0,0,0,0,Europe
9912,,South Sudan,6.877,31.307,2/28/2020,0,0,0,0,Africa
9913,,Western Sahara,24.2155,-12.8858,2/28/2020,0,0,0,0,Africa
9914,,Sao Tome and Principe,0.1864,6.6131,2/28/2020,0,0,0,0,Africa
9915,,Yemen,15.552727,48.516388,2/28/2020,0,0,0,0,Eastern Mediterranean
9916,,Comoros,-11.6455,43.3333,2/28/2020,0,0,0,0,Africa
9917,,Tajikistan,38.861,71.2761,2/28/2020,0,0,0,0,Europe
9918,,Lesotho,-29.61,28.2336,2/28/2020,0,0,0,0,Africa
9919,,Afghanistan,33.93911,67.709953,2/29/2020,1,0,0,1,Eastern Mediterranean
9920,,Albania,41.1533,20.1683,2/29/2020,0,0,0,0,Europe
9921,,Algeria,28.0339,1.6596,2/29/2020,1,0,0,1,Africa
9922,,Andorra,42.5063,1.5218,2/29/2020,0,0,0,0,Europe
9923,,Angola,-11.2027,17.8739,2/29/2020,0,0,0,0,Africa
9924,,Antigua and Barbuda,17.0608,-61.7964,2/29/2020,0,0,0,0,Americas
9925,,Argentina,-38.4161,-63.6167,2/29/2020,0,0,0,0,Americas
9926,,Armenia,40.0691,45.0382,2/29/2020,0,0,0,0,Europe
9927,Australian Capital Territory,Australia,-35.4735,149.0124,2/29/2020,0,0,0,0,Western Pacific
