SL No.,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
22090,Curacao,Netherlands,12.1696,-68.99,4/15/2020,14,1,10,3,Europe
22091,Sint Maarten,Netherlands,18.0425,-63.0548,4/15/2020,53,9,5,39,Europe
22092,,Netherlands,52.1326,5.2913,4/15/2020,28153,3134,0,25019,Europe
22093,,New Zealand,-40.9006,174.886,4/15/2020,1386,9,728,649,Western Pacific
22094,,Nicaragua,12.865416,-85.207229,4/15/2020,9,1,4,4,Americas
22095,,Niger,17.607789,8.081666,4/15/2020,584,14,90,480,Africa
22096,,Nigeria,9.082,8.6753,4/15/2020,407,12,128,267,Africa
22097,,North Macedonia,41.6086,21.7453,4/15/2020,974,45,98,831,Europe
22098,,Norway,60.472,8.4689,4/15/2020,6740,150,32,6558,Europe
22099,,Oman,21.512583,55.923255,4/15/2020,910,4,131,775,Eastern Mediterranean
22100,,Pakistan,30.3753,69.3451,4/15/2020,6919,128,1645,5146,Eastern Mediterranean
22101,,Panama,8.538,-80.7821,4/15/2020,3574,95,72,3407,Americas
22102,,Papua New Guinea,-6.314993,143.95555,4/15/2020,2,0,0,2,Western Pacific
22103,,Paraguay,-23.4425,-58.4438,4/15/2020,161,8,23,130,Americas
22104,,Peru,-9.19,-75.0152,4/15/2020,11475,254,3108,8113,Americas
22105,,Philippines,12.879721,121.774017,4/15/2020,5453,349,353,4751,Western Pacific
22106,,Poland,51.9194,19.1451,4/15/2020,7582,286,668,6628,Europe
22107,,Portugal,39.3999,-8.2245,4/15/2020,18091,599,383,17109,Europe
22108,,Qatar,25.3548,51.1839,4/15/2020,3711,7,406,3298,Eastern Mediterranean
22109,,Romania,45.9432,24.9668,4/15/2020,7216,372,1217,5627,Europe
22110,,Russia,61.52401,105.318756,4/15/2020,24490,198,1986,22306,Europe
22111,,Rwanda,-1.9403,29.8739,4/15/2020,136,0,54,82,Africa
22112,,Saint Lucia,13.9094,-60.9789,4/15/2020,15,0,11,4,Americas
22113,,Saint Vincent and the Grenadines,12.9843,-61.2872,4/15/2020,12,0,1,11,Americas
22114,,San Marino,43.9424,12.4578,4/15/2020,372,36,53,283,Europe
22115,,Saudi Arabia,23.885942,45.079162,4/15/2020,5862,79,931,4852,Eastern Mediterranean
22116,,Senegal,14.4974,-14.4524,4/15/2020,314,2,190,122,Africa
22117,,Serbia,44.0165,21.0059,4/15/2020,4873,99,0,4774,Europe
22118,,Seychelles,-4.6796,55.492,4/15/2020,11,0,0,11,Africa
22119,,Singapore,1.2833,103.8333,4/15/2020,3699,10,652,3037,Western Pacific
22120,,Slovakia,48.669,19.699,4/15/2020,863,6,151,706,Europe
22121,,Slovenia,46.1512,14.9955,4/15/2020,1248,61,165,1022,Europe
22122,,Somalia,5.152149,46.199616,4/15/2020,80,5,2,73,Eastern Mediterranean
22123,,South Africa,-30.5595,22.9375,4/15/2020,2506,34,410,2062,Africa
22124,,Spain,40.463667,-3.74922,4/15/2020,177644,18708,70853,88083,Europe
22125,,Sri Lanka,7.873054,80.771797,4/15/2020,238,7,63,168,South-East Asia
22126,,Sudan,12.8628,30.2176,4/15/2020,32,5,4,23,Eastern Mediterranean
22127,,Suriname,3.9193,-56.0278,4/15/2020,10,1,6,3,Americas
22128,,Sweden,60.128161,18.643501,4/15/2020,11927,1203,0,10724,Europe
22129,,Switzerland,46.8182,8.2275,4/15/2020,26336,1239,15400,9697,Europe
22130,,Taiwan*,23.7,121,4/15/2020,395,6,124,265,Western Pacific
22131,,Tanzania,-6.369028,34.888822,4/15/2020,88,4,11,73,Africa
22132,,Thailand,15.870032,100.992541,4/15/2020,2643,43,1497,1103,South-East Asia
22133,,Togo,8.6195,0.8248,4/15/2020,81,3,35,43,Africa
22134,,Trinidad and Tobago,10.6918,-61.2225,4/15/2020,114,8,19,87,Americas
22135,,Tunisia,33.886917,9.537499,4/15/2020,780,35,43,702,Eastern Mediterranean
22136,,Turkey,38.9637,35.2433,4/15/2020,69392,1518,5674,62200,Europe
22137,,Uganda,1.373333,32.290275,4/15/2020,55,0,12,43,Africa
22138,,Ukraine,48.3794,31.1656,4/15/2020,3764,108,143,3513,Europe
22139,,United Arab Emirates,23.424076,53.847818,4/15/2020,5365,33,1034,4298,Eastern Mediterranean
22140,Bermuda,United Kingdom,32.3078,-64.7505,4/15/2020,81,5,33,43,Europe
22141,Cayman Islands,United Kingdom,19.3133,-81.2546,4/15/2020,54,1,6,47,Europe
22142,Channel Islands,United Kingdom,49.3723,-2.3644,4/15/2020,447,15,69,363,Europe
22143,Gibraltar,United Kingdom,36.1408,-5.3536,4/15/2020,131,0,104,27,Europe
22144,Isle of Man,United Kingdom,54.2361,-4.5481,4/15/2020,256,4,151,101,Europe
22145,Montserrat,United Kingdom,16.742498,-62.187366,4/15/2020,11,0,1,10,Europe
22146,,United Kingdom,55.3781,-3.436,4/15/2020,106458,14927,0,91531,Europe
22147,,Uruguay,-32.5228,-55.7658,4/15/2020,493,9,272,212,Americas
22148,,US,40,-100,4/15/2020,637974,33329,52096,552549,Americas
22149,,Uzbekistan,41.377491,64.585262,4/15/2020,1302,4,107,1191,Europe
22150,,Venezuela,6.4238,-66.5897,4/15/2020,197,9,111,77,Americas
22151,,Vietnam,14.058324,108.277199,4/15/2020,267,0,171,96,Western Pacific
22152,,Zambia,-13.133897,27.849332,4/15/2020,48,2,30,16,Africa
22153,,Zimbabwe,-19.015438,29.154857,4/15/2020,23,3,1,19,Africa
22154,,Dominica,15.415,-61.371,4/15/2020,16,0,8,8,Americas
22155,,Grenada,12.1165,-61.679,4/15/2020,14,0,0,14,Americas
22156,,Mozambique,-18.665695,35.529562,4/15/2020,29,0,0,29,Africa
22157,,Syria,34.802075,38.996815,4/15/2020,33,2,0,31,Eastern Mediterranean
22158,,Timor-Leste,-8.874217,125.727539,4/15/2020,8,0,0,8,South-East Asia
22159,,Belize,17.1899,-88.4976,4/15/2020,18,2,0,16,Americas
22160,,Laos,19.85627,102.495496,4/15/2020,19,0,1,18,Western Pacific
22161,,Libya,26.3351,17.228331,4/15/2020,48,1,9,38,Eastern Mediterranean
22162,,West Bank and Gaza,31.9522,35.2332,4/15/2020,291,2,63,226,Eastern Mediterranean
22163,,Guinea-Bissau,11.8037,-15.1804,4/15/2020,43,0,0,43,Africa
22164,,Mali,17.570692,-3.996166,4/15/2020,148,13,34,101,Africa
22165,,Saint Kitts and Nevis,17.357822,-62.782998,4/15/2020,14,0,0,14,Americas
22166,Northwest Territories,Canada,64.8255,-124.8457,4/15/2020,5,0,0,5,Americas
22167,Yukon,Canada,64.2823,-135,4/15/2020,8,0,0,8,Americas
22168,,Kosovo,42.602636,20.902977,4/15/2020,387,8,66,313,Europe
22169,,Burma,21.9162,95.956,4/15/2020,74,4,2,68,South-East Asia
22170,Anguilla,United Kingdom,18.2206,-63.0686,4/15/2020,3,0,1,2,Europe
22171,British Virgin Islands,United Kingdom,18.4207,-64.64,4/15/2020,3,0,2,1,Europe
22172,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/15/2020,10,1,0,9,Europe
22173,,Botswana,-22.3285,24.6849,4/15/2020,13,1,0,12,Africa
22174,,Burundi,-3.3731,29.9189,4/15/2020,5,1,0,4,Africa
22175,,Sierra Leone,8.460555,-11.779889,4/15/2020,13,0,0,13,Africa
22176,,Malawi,-13.2543,34.3015,4/15/2020,16,2,0,14,Africa
22177,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/15/2020,11,0,1,10,Europe
22178,Saint Pierre and Miquelon,France,46.8852,-56.3159,4/15/2020,1,0,0,1,Europe
22179,,South Sudan,6.877,31.307,4/15/2020,4,0,0,4,Africa
22180,,Western Sahara,24.2155,-12.8858,4/15/2020,6,0,0,6,Africa
22181,,Sao Tome and Principe,0.1864,6.6131,4/15/2020,4,0,0,4,Africa
22182,,Yemen,15.552727,48.516388,4/15/2020,1,0,0,1,Eastern Mediterranean
22183,,Comoros,-11.6455,43.3333,4/15/2020,0,0,0,0,Africa
22184,,Tajikistan,38.861,71.2761,4/15/2020,0,0,0,0,Europe
22185,,Lesotho,-29.61,28.2336,4/15/2020,0,0,0,0,Africa
22186,,Afghanistan,33.93911,67.709953,4/16/2020,840,30,54,756,Eastern Mediterranean
22187,,Albania,41.1533,20.1683,4/16/2020,518,26,277,215,Europe
22188,,Algeria,28.0339,1.6596,4/16/2020,2268,348,783,1137,Africa
22189,,Andorra,42.5063,1.5218,4/16/2020,673,33,169,471,Europe
22190,,Angola,-11.2027,17.8739,4/16/2020,19,2,5,12,Africa
22191,,Antigua and Barbuda,17.0608,-61.7964,4/16/2020,23,3,3,17,Americas
22192,,Argentina,-38.4161,-63.6167,4/16/2020,2571,115,631,1825,Americas
22193,,Armenia,40.0691,45.0382,4/16/2020,1159,18,358,783,Europe
22194,Australian Capital Territory,Australia,-35.4735,149.0124,4/16/2020,103,3,82,18,Western Pacific
22195,New South Wales,Australia,-33.8688,151.2093,4/16/2020,2897,25,4,2868,Western Pacific
22196,Northern Territory,Australia,-12.4634,130.8456,4/16/2020,28,0,6,22,Western Pacific
22197,Queensland,Australia,-27.4698,153.0251,4/16/2020,1001,5,442,554,Western Pacific
22198,South Australia,Australia,-34.9285,138.6007,4/16/2020,433,4,279,150,Western Pacific
22199,Tasmania,Australia,-42.8821,147.3272,4/16/2020,169,6,67,96,Western Pacific
22200,Victoria,Australia,-37.8136,144.9631,4/16/2020,1299,14,1137,148,Western Pacific
22201,Western Australia,Australia,-31.9505,115.8605,4/16/2020,532,6,338,188,Western Pacific
22202,,Austria,47.5162,14.5501,4/16/2020,14476,410,8986,5080,Europe
22203,,Azerbaijan,40.1431,47.5769,4/16/2020,1283,15,460,808,Europe
22204,,Bahamas,25.025885,-78.035889,4/16/2020,53,8,6,39,Americas
22205,,Bahrain,26.0275,50.55,4/16/2020,1700,7,703,990,Eastern Mediterranean
22206,,Bangladesh,23.685,90.3563,4/16/2020,1572,60,49,1463,South-East Asia
22207,,Barbados,13.1939,-59.5432,4/16/2020,75,5,15,55,Americas
22208,,Belarus,53.7098,27.9534,4/16/2020,4204,40,203,3961,Europe
22209,,Belgium,50.8333,4.469936,4/16/2020,34809,4857,7562,22390,Europe
22210,,Benin,9.3077,2.3158,4/16/2020,35,1,18,16,Africa
22211,,Bhutan,27.5142,90.4336,4/16/2020,5,0,2,3,South-East Asia
22212,,Bolivia,-16.2902,-63.5887,4/16/2020,441,29,14,398,Americas
22213,,Bosnia and Herzegovina,43.9159,17.6791,4/16/2020,1167,43,277,847,Europe
22214,,Brazil,-14.235,-51.9253,4/16/2020,30425,1924,14026,14475,Americas
22215,,Brunei,4.5353,114.7277,4/16/2020,136,1,108,27,Western Pacific
22216,,Bulgaria,42.7339,25.4858,4/16/2020,800,38,122,640,Europe
22217,,Burkina Faso,12.2383,-1.5616,4/16/2020,546,32,257,257,Africa
22218,,Cabo Verde,16.5388,-23.0418,4/16/2020,56,1,1,54,Africa
22219,,Cambodia,11.55,104.9167,4/16/2020,122,0,98,24,Western Pacific
22220,,Cameroon,3.848,11.5021,4/16/2020,996,22,164,810,Africa
22221,Alberta,Canada,53.9333,-116.5765,4/16/2020,1996,48,0,1948,Americas
22222,British Columbia,Canada,53.7267,-127.6476,4/16/2020,1561,75,0,1486,Americas
22223,Manitoba,Canada,53.7609,-98.8139,4/16/2020,250,5,0,245,Americas
22224,New Brunswick,Canada,46.5653,-66.4619,4/16/2020,117,0,0,117,Americas
22225,Newfoundland and Labrador,Canada,53.1355,-57.6604,4/16/2020,252,3,0,249,Americas
22226,Nova Scotia,Canada,44.682,-63.7443,4/16/2020,579,3,0,576,Americas
22227,Ontario,Canada,51.2538,-85.3232,4/16/2020,9840,490,0,9350,Americas
22228,Prince Edward Island,Canada,46.5107,-63.4168,4/16/2020,26,0,0,26,Americas
22229,Quebec,Canada,52.9399,-73.5491,4/16/2020,15857,630,0,15227,Americas
22230,Saskatchewan,Canada,52.9399,-106.4509,4/16/2020,305,4,0,301,Americas
22231,,Central African Republic,6.6111,20.9394,4/16/2020,12,0,4,8,Africa
22232,,Chad,15.4542,18.7322,4/16/2020,27,0,5,22,Africa
